payment_days,liability_clause,termination_clause,confidentiality_clause,compliance_clause,audit_rights,indemnity_clause,cybersecurity_clause,gdpr_clause,insurance_clause,force_majeure,intellectual_property,subcontracting,vendor_risk,data_retention,cross_border_transfer,risk_class
180,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,3
180,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,3
180,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,3
60,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,3
90,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,3
60,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3
60,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,3
180,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3
60,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,3
45,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,3
15,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,3
120,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,3
180,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,3
90,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,3
120,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,3
90,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,3
90,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
90,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
60,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1
60,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,3
15,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3
120,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,3
60,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,3
45,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,2
90,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2
90,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,2
120,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2
60,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,2
60,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,2
45,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2
45,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2
180,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,3
60,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,2
120,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,3
90,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,3
60,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,3
60,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,3
30,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,3
90,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,3
45,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,3
90,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,3
120,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,3
45,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1
180,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1
45,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
120,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,3
60,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2
180,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,3
45,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,3
60,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
60,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1
15,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1
90,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2
180,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,2
120,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,2
30,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,3
60,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2
60,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2
15,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,2
45,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,2
15,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,2
15,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2
60,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2
90,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2
45,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,2
180,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,2
30,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2
90,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2
60,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,2
90,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,2
60,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,2
15,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1
90,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
15,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,2
15,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
45,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
30,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,3
15,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,3
30,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,2
60,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,2
60,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,2
120,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,3
30,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3
60,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,3
90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
15,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,3
30,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2
45,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2
30,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2
45,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,2
60,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,2
90,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1
90,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1
30,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1
45,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1
60,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1
30,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
90,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,3
90,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,3
30,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,3
180,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,3
60,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,3
180,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,3
60,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,3
90,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,3
45,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
90,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1
120,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,2
30,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,2
45,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,2
45,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,2
120,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2
180,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
120,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,3
45,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,2
15,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,2
180,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,3
60,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,3
90,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,3
180,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3
45,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,3
60,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,3
30,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,2
30,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2
30,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,2
60,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,2
120,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,3
60,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,2
180,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,2
90,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2
60,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,2
90,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
90,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,3
15,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1
180,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
60,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,2
120,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,2
60,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,3
180,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,3
60,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,3
45,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
30,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,2
45,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2
45,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,2
60,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,3
180,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,3
45,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,3
60,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
120,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
180,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1
15,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
15,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,2
90,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1
120,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1
120,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
120,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1
60,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1
90,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1
30,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1
60,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1
30,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1
30,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1
180,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,3
15,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,2
120,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,2
90,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1
45,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1
15,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
90,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,3
45,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,3
60,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,3
30,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,3
15,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,2
60,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,2
90,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,3
30,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1
30,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
120,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,2
15,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,2
15,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,2
120,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,2
120,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2
90,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,2
90,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,2
30,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1
120,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,3
30,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,2
120,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
90,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2
120,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,2
30,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2
30,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,2
90,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,2
45,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,2
180,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,3
120,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,2
120,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,2
60,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2
120,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,2
30,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,2
45,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,2
180,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,2
60,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2
45,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2
45,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2
60,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,3
45,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,3
90,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2
60,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,3
60,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1
180,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,3
180,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,3
45,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,3
180,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,3
45,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2
120,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2
120,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,2
120,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,2
90,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,2
15,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
90,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,3
45,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,3
120,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3
15,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,2
120,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2
45,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,2
30,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,2
120,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2
120,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,3
90,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2
180,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,2
30,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,2
90,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,2
30,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2
90,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,2
180,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,3
30,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3
60,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,2
15,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,2
120,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,3
120,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,3
15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
120,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3
180,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,3
120,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,3
30,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,3
45,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3
45,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,2
15,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,2
30,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,2
120,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,3
30,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,3
30,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3
180,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,3
15,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,3
15,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,2
90,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
120,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,3
60,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2
45,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2
45,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,2
90,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,2
15,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,2
45,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,2
45,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,2
30,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2
180,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,2
180,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,2
90,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,2
90,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2
45,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2
180,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3
45,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,2
45,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,2
45,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,2
60,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,2
15,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,3
45,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
45,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,2
45,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,2
180,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,3
90,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,3
60,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,3
90,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,3
30,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,3
45,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,3
120,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,3
60,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,2
60,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,2
60,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,2
90,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,2
60,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,2
180,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,2
30,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,2
90,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,3
90,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1
30,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1
90,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1
180,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1
45,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1
45,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1
60,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
180,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1
90,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,3
30,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,3
60,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,3
180,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,3
15,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1
60,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1
60,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,3
90,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1
15,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,2
120,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,2
15,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
15,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2
180,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,2
30,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,2
120,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2
180,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,2
120,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,2
30,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2
45,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,2
90,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2
30,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2
60,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
120,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,2
60,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,3
180,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,3
120,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,3
120,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,3
120,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,3
180,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,3
30,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,3
45,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,2
60,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
30,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1
60,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
120,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1
120,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
60,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
90,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1
45,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
90,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2
45,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
60,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
60,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
15,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
90,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,2
45,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2
180,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,2
120,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,2
60,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2
15,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,2
30,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2
120,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,2
45,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2
120,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,2
15,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,2
45,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,3
120,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2
180,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,3
120,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,3
60,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,3
30,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,3
120,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3
60,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
120,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,3
180,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3
15,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,3
120,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,3
120,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,2
180,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2
15,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,2
45,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1
45,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1
90,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,2
180,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,2
90,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,2
30,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
120,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
30,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
15,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
120,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,2
60,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,2
60,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,2
60,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,2
60,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,2
90,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2
45,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2
120,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,2
45,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2
120,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,2
90,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,3
45,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
60,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1
120,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,3
120,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,3
60,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1
60,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1
60,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,3
45,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1
45,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,2
60,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,2
90,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2
90,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,2
180,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2
90,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,2
